,best individuals,best Fitnesses,best Sigmas
0,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 58.52157086271806, 48.52157086271806, 121.52157086271805, 45.52157086271806, 37.52157086271806, 121.52157086271805, 49.52157086271806, 59.52157086271806, 181.52157086271802, 36.52157086271806, 22.521570862718054, 66.52157086271805, 57.52157086271806, 70.52157086271805, 176.52157086271802, 56.52157086271806, 21.521570862718054, 143.52157086271802, 38.52157086271806, 52.52157086271806, 240.52157086271802, 32.50408987704754, 10.521570862718054, 283.5215708627181, 51.52157086271806, 77.52157086271805, 62.521570862718065, 39.52157086271806, 14.521570862718056, 178.52157086271802, 58.52157086271806, 40.52157086271806, 232.52157086271802, 43.52157086271806, 17.521570862718054, 311.5215708627181, 32.25706823972238, 38.52157086271806, 86.52157086271805, 50.52157086271806, 1.4733317745675452, 57.52157086271806, 34.52157086271806, 0.5215708627180534, 36.52157086271806, 52.52157086271806, 8.521570862718054, 196.52157086271802]",458.45718113030046,0.4747442014807545
1,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 52.791882717291394, 72.7918827172914, 117.7918827172914, 38.791882717291394, 6.79188271729139, 198.79188271729137, 33.0798081885462, 84.7918827172914, 226.79188271729137, 58.791882717291394, 2.5688533572689702, 179.79188271729137, 39.791882717291394, 85.7918827172914, 246.79188271729137, 50.791882717291394, 76.7918827172914, 222.79188271729137, 37.791882717291394, 12.791882717291388, 351.79188271729146, 58.791882717291394, 83.7918827172914, 169.79188271729137, 42.791882717291394, 45.791882717291394, 14.79188271729139, 53.791882717291394, 26.79188271729139, 303.79188271729146, 32.6506447191886, 9.79188271729139, 160.79188271729137, 59.791882717291394, 68.7918827172914, 353.79188271729146, 60.7918827172914, 9.79188271729139, 224.79188271729137, 65.7918827172914, 0.79188271729139, 202.79188271729137, 55.791882717291394, 27.79188271729139, 291.79188271729146, 57.791882717291394, 72.7918827172914, 304.79188271729146]",512.8061889946086,0.3973386900765117
2,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 64.94984923674608, 17.949849236746083, 84.94984923674608, 63.94984923674608, 20.949849236746083, 151.94984923674608, 55.94984923674608, 26.949849236746083, 86.94984923674608, 32.365613868922686, 63.94984923674608, 189.94984923674608, 36.94984923674608, 52.94984923674608, 128.94984923674608, 43.94984923674608, 1.9498492367460785, 349.9498492367461, 64.94984923674608, 68.94984923674608, 289.9498492367461, 67.94984923674608, 17.949849236746083, 295.9498492367461, 41.94984923674608, 36.94984923674608, 21.949849236746083, 32.2111058018101, 46.94984923674608, 354.9498492367461, 32.10435730385867, 73.94984923674608, 183.94984923674608, 32.10435730385867, 0.12411585147904819, 59.94984923674608, 32.10435730385867, 62.949849236746076, 119.94984923674608, 53.94984923674608, 83.94984923674608, 148.94984923674608, 66.94984923674608, 71.94984923674608, 354.9498492367461, 64.94984923674608, 19.949849236746083, 176.94984923674608]",563.4396020124339,1.9742291571559534
3,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 68.58703724823009, 62.58703724823008, 18.58703724823008, 52.587037248230075, 85.58703724823009, 264.58703724823005, 52.587037248230075, 29.58703724823008, 259.58703724823005, 62.58703724823008, 19.58703724823008, 335.58703724823005, 52.587037248230075, 49.587037248230075, 248.58703724823008, 69.58703724823009, 68.58703724823009, 116.58703724823009, 57.587037248230075, 78.58703724823009, 105.58703724823009, 34.587037248230075, 22.58703724823008, 107.58703724823009, 43.587037248230075, 53.587037248230075, 112.58703724823009, 56.587037248230075, 73.58703724823009, 207.58703724823008, 42.587037248230075, 7.587037248230077, 46.587037248230075, 63.58703724823008, 26.58703724823008, 64.58703724823009, 53.587037248230075, 86.58703724823009, 109.58703724823009, 60.587037248230075, 77.58703724823009, 344.58703724823005, 63.58703724823008, 49.587037248230075, 301.58703724823005, 54.587037248230075, 6.587037248230078, 325.58703724823005]",493.94701689505973,0.48286686724011896
4,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 52.72702678525811, 7.727026785258122, 345.7270267852582, 57.72702678525811, 67.72702678525812, 266.7270267852582, 35.72702678525811, 34.72702678525811, 245.72702678525812, 46.72702678525811, 39.72702678525811, 30.72702678525812, 32.17526517663175, 84.72702678525812, 283.7270267852582, 52.72702678525811, 3.7270267852581203, 194.72702678525812, 38.72702678525811, 1.7270267852581211, 224.72702678525812, 60.72702678525811, 0.7415599727475334, 193.72702678525812, 33.72702678525811, 75.72702678525812, 235.72702678525812, 32.74155997274753, 84.72702678525812, 58.72702678525811, 48.72702678525811, 32.72702678525811, 121.72702678525812, 55.72702678525811, 31.727026785258115, 300.7270267852582, 45.72702678525811, 10.727026785258122, 16.727026785258122, 49.72702678525811, 0.7415599727475334, 285.7270267852582, 55.72702678525811, 49.72702678525811, 221.72702678525812, 48.72702678525811, 43.72702678525811, 247.72702678525812]",501.42326468025965,0.6021982372483545
5,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 64.91600019808418, 2.9160001980841725, 222.91600019808416, 58.91600019808417, 44.91600019808417, 15.916000198084173, 36.91600019808417, 7.9160001980841725, 156.91600019808416, 60.91600019808417, 26.916000198084173, 45.91600019808417, 32.08399980191583, 60.91600019808417, 287.9160001980842, 46.91600019808417, 0.9160001980841727, 87.91600019808418, 39.91600019808417, 84.91600019808418, 103.91600019808418, 66.91600019808418, 42.91600019808417, 111.91600019808418, 58.91600019808417, 80.91600019808418, 285.9160001980842, 62.91600019808417, 9.916000198084173, 188.91600019808416, 46.91600019808417, 64.91600019808418, 22.916000198084173, 62.91600019808417, 37.91600019808417, 100.91600019808418, 45.91600019808417, 20.916000198084173, 170.91600019808416, 65.91600019808418, 12.916000198084173, 114.91600019808418, 40.91600019808417, 10.916000198084173, 177.91600019808416, 55.91600019808417, 38.91600019808417, 173.91600019808416]",557.618514644324,0.43535884762926536
6,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64.0502362443309, 5.050236244330903, 332.0502362443309, 65.0502362443309, 38.050236244330904, 110.0502362443309, 45.050236244330904, 37.050236244330904, 126.0502362443309, 67.0502362443309, 50.050236244330904, 149.0502362443309, 42.050236244330904, 44.050236244330904, 293.0502362443309, 62.050236244330904, 47.050236244330904, 2.050236244330902, 32.050236244330904, 56.050236244330904, 270.0502362443309, 43.050236244330904, 45.050236244330904, 17.050236244330904, 33.050236244330904, 11.050236244330902, 330.0502362443309, 52.050236244330904, 48.050236244330904, 115.0502362443309, 54.050236244330904, 10.050236244330902, 206.0502362443309, 66.0502362443309, 28.050236244330904, 49.050236244330904, 59.050236244330904, 1.4484429712036788, 76.0502362443309, 33.274050337690696, 9.050236244330902, 167.0502362443309, 48.050236244330904, 2.050236244330902, 245.0502362443309, 63.050236244330904, 20.050236244330904, 15.050236244330904]",592.5920673265915,0.3505311214925131
7,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70.33409518156368, 29.06869922217612, 13.06869922217612, 70.33409518156368, 26.06869922217612, 70.06869922217612, 50.06869922217612, 57.06869922217612, 195.06869922217612, 66.33409518156368, 29.06869922217612, 321.0686992221761, 50.06869922217612, 22.068699222176118, 328.0686992221761, 52.06869922217612, 82.06869922217612, 96.06869922217612, 67.9250858140995, 25.06869922217612, 151.06869922217612, 54.06869922217612, 88.06869922217612, 187.06869922217612, 51.06869922217612, 46.06869922217612, 291.0686992221761, 65.06869922217612, 88.9250858140995, 76.06869922217612, 47.06869922217612, 66.06869922217612, 303.0686992221761, 58.06869922217612, 33.06869922217613, 229.06869922217612, 71.3340951815637, 21.068699222176118, 216.06869922217612, 70.06869922217612, 84.00337524938203, 37.06869922217612, 69.06869922217612, 87.3340951815637, 147.06869922217612, 49.06869922217612, 14.06869922217612, 152.06869922217612]",558.199157269679,3.9351139015293213
8,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.97760194354251, 5.977601943542506, 286.97760194354254, 57.97760194354251, 6.977601943542505, 31.97760194354251, 66.97760194354251, 52.97760194354251, 304.97760194354254, 35.97760194354251, 21.977601943542503, 5.977601943542506, 46.97760194354251, 84.97760194354251, 107.97760194354251, 60.97760194354251, 6.977601943542505, 33.97760194354251, 33.97760194354251, 71.97760194354251, 184.9776019435425, 66.97760194354251, 75.97760194354251, 226.9776019435425, 32.131652513086735, 83.97760194354251, 113.97760194354251, 48.97760194354251, 51.97760194354251, 327.97760194354254, 62.97760194354251, 23.977601943542503, 132.9776019435425, 49.97760194354251, 48.97760194354251, 183.9776019435425, 43.97760194354251, 54.97760194354251, 176.9776019435425, 48.97760194354251, 80.97760194354251, 139.9776019435425, 40.97760194354251, 58.97760194354251, 120.97760194354251, 68.97760194354251, 10.977601943542505, 74.97760194354251]",452.29105783852947,2.184162146412993
9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 52.86677020590264, 36.86677020590264, 148.8667702059026, 49.86677020590264, 2.5818616030330177, 194.8667702059026, 32.86677020590264, 20.866770205902633, 224.8667702059026, 58.86677020590264, 36.86677020590264, 77.86677020590265, 53.86677020590264, 58.86677020590264, 200.8667702059026, 36.61953556535643, 2.8667702059026356, 293.86677020590264, 35.86677020590264, 51.86677020590264, 143.8667702059026, 51.86677020590264, 78.86677020590265, 204.8667702059026, 60.86677020590264, 73.86677020590265, 95.86677020590265, 49.86677020590264, 44.86677020590264, 293.86677020590264, 32.86677020590264, 58.86677020590264, 205.8667702059026, 33.978614231013225, 54.86677020590264, 207.8667702059026, 39.86677020590264, 35.86677020590264, 172.8667702059026, 42.86677020590264, 4.866770205902634, 23.866770205902633, 52.86677020590264, 64.86677020590265, 238.8667702059026, 32.86677020590264, 35.86677020590264, 213.8667702059026]",495.85700886526496,0.5497147856250569
10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 61.493603558986734, 15.493603558986738, 130.49360355898673, 50.493603558986734, 19.49360355898674, 229.49360355898673, 33.56694119041609, 23.49360355898674, 207.49360355898673, 44.493603558986734, 18.49360355898674, 160.49360355898673, 49.493603558986734, 19.49360355898674, 332.49360355898676, 48.493603558986734, 81.49360355898673, 273.49360355898676, 34.493603558986734, 19.49360355898674, 186.49360355898673, 67.49360355898673, 1.5669411904160875, 63.49360355898674, 59.493603558986734, 55.493603558986734, 16.49360355898674, 33.85595922805767, 23.49360355898674, 221.49360355898673, 32.493603558986734, 33.493603558986734, 164.49360355898673, 69.49360355898673, 23.49360355898674, 249.49360355898673, 46.493603558986734, 44.493603558986734, 56.493603558986734, 59.493603558986734, 59.493603558986734, 12.493603558986734, 69.49360355898673, 71.49360355898673, 45.493603558986734, 65.49360355898673, 86.49360355898673, 223.49360355898673]",541.1140946957702,0.6070082169058897
11,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 68.19851794963968, 54.19851794963968, 343.19851794963967, 39.19851794963968, 35.19851794963968, 247.19851794963967, 32.61740194274449, 72.19851794963968, 178.19851794963967, 32.74314749813878, 38.19851794963968, 16.198517949639683, 54.19851794963968, 43.19851794963968, 187.19851794963967, 42.19851794963968, 14.19851794963968, 64.19851794963968, 48.19851794963968, 72.19851794963968, 77.19851794963968, 59.19851794963968, 38.19851794963968, 259.19851794963967, 61.19851794963968, 40.19851794963968, 255.19851794963964, 39.19851794963968, 51.19851794963968, 285.19851794963967, 67.19851794963968, 16.198517949639683, 207.19851794963967, 59.19851794963968, 17.198517949639683, 160.19851794963967, 57.19851794963968, 40.19851794963968, 6.1985179496396805, 41.19851794963968, 26.198517949639683, 268.19851794963967, 60.19851794963968, 12.19851794963968, 281.19851794963967, 64.19851794963968, 79.19851794963968, 223.19851794963967]",556.8305086790815,0.0844614123638318
12,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 33.729798400255426, 59.13265293632583, 88.13265293632581, 32.475773066379894, 27.13265293632583, 223.13265293632585, 55.13265293632583, 23.13265293632583, 222.13265293632585, 45.13265293632583, 84.13265293632581, 307.13265293632577, 32.475773066379894, 3.1326529363258273, 84.13265293632581, 55.13265293632583, 5.132652936325828, 253.13265293632583, 52.13265293632583, 24.13265293632583, 295.13265293632577, 47.13265293632583, 17.13265293632583, 22.13265293632583, 55.13265293632583, 16.13265293632583, 169.13265293632585, 47.13265293632583, 26.13265293632583, 165.13265293632585, 39.13265293632583, 48.13265293632583, 242.13265293632585, 34.499302285127364, 67.13265293632581, 143.13265293632585, 42.13265293632583, 71.13265293632581, 276.13265293632577, 34.499302285127364, 63.13265293632582, 232.13265293632585, 38.13265293632583, 83.13265293632581, 316.13265293632577, 37.13265293632583, 33.13265293632583, 140.13265293632585]",495.5865385346882,1.2199718373770263
13,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 67.84778924043043, 13.847789240430423, 296.8477892404304, 63.84778924043042, 7.847789240430419, 90.84778924043043, 54.847789240430416, 0.44530479938683765, 15.847789240430423, 34.847789240430416, 30.84778924043042, 208.84778924043042, 57.847789240430416, 56.847789240430416, 78.84778924043043, 40.847789240430416, 55.847789240430416, 35.847789240430416, 47.847789240430416, 75.84778924043043, 106.84778924043043, 44.847789240430416, 48.847789240430416, 111.84778924043043, 51.847789240430416, 50.847789240430416, 203.84778924043042, 39.847789240430416, 21.847789240430423, 294.8477892404304, 59.847789240430416, 6.84778924043042, 215.84778924043042, 54.847789240430416, 68.84778924043043, 267.8477892404304, 32.662463939188015, 70.84778924043043, 195.84778924043042, 59.847789240430416, 30.84778924043042, 198.84778924043042, 38.847789240430416, 43.847789240430416, 131.84778924043042, 40.847789240430416, 31.84778924043042, 256.8477892404304]",571.8199074957674,0.1943014227702874
14,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 52.82679636635001, 50.82679636635001, 339.82679636635004, 33.40871551245179, 37.82679636635001, 169.82679636635004, 65.82679636635002, 44.82679636635001, 6.826796366350016, 33.82679636635001, 11.826796366350017, 158.82679636635004, 50.82679636635001, 0.6071955566579239, 135.82679636635004, 40.82679636635001, 1.4087155124517887, 240.82679636635004, 46.82679636635001, 3.826796366350016, 215.82679636635004, 33.40871551245179, 47.82679636635001, 135.82679636635004, 58.82679636635001, 80.82679636635002, 240.82679636635004, 36.82679636635001, 59.826796366350024, 236.82679636635004, 48.82679636635001, 22.826796366350017, 47.82679636635001, 64.82679636635002, 26.826796366350017, 244.82679636635004, 32.60719555665791, 65.82679636635002, 312.82679636635004, 38.82679636635001, 79.82679636635002, 185.82679636635004, 37.82679636635001, 1.8267963663500169, 175.82679636635004, 50.82679636635001, 53.82679636635001, 248.82679636635004]",569.2939194916737,0.29727676454731033
